phoenix_complete_feature.gtfs0,phoenix_complete_feature.gtfs1,phoenix_complete_feature.gtfs2,phoenix_complete_feature.gtfs3,phoenix_complete_feature.gtfs4,phoenix_complete_feature.gtfs5,phoenix_complete_feature.gtfs6,phoenix_complete_feature.gtfs7,phoenix_complete_feature.gtfs8,phoenix_complete_feature.gtfs9,phoenix_complete_feature.avgstar,phoenix_complete_feature.location,phoenix_complete_feature.business_count,phoenix_complete_feature.reviewcount,phoenix_complete_feature.five_star_count,phoenix_complete_feature.four_star_count,phoenix_complete_feature.three_star_count,phoenix_complete_feature.two_star_count,phoenix_complete_feature.one_star_count,phoenix_complete_feature.senti_neg_avg,phoenix_complete_feature.senti_pos_avg,phoenix_complete_feature.senti_neu_avg,phoenix_complete_feature.senti_comp_avg,phoenix_complete_feature.senti_compound_pos_count,phoenix_complete_feature.senti_compound_neg_count,phoenix_complete_feature.senti_compound_neu_count,phoenix_complete_feature.block_nums,phoenix_complete_feature.tweet_count,phoenix_complete_feature.senti_negative_avg,phoenix_complete_feature.senti_neutral_avg,phoenix_complete_feature.senti_positive_avg,phoenix_complete_feature.senti_compound_avg,phoenix_complete_feature.senti_compound_positive_count,phoenix_complete_feature.senti_compound_negative_count,phoenix_complete_feature.senti_compound_neutral_count
90,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,3,0.06900000075499217,0.7926666736602783,0.13833333551883698,0.13366666436195374,1,1,1
91,0,0,0,0,0,0,0,0,0,4.0,91,1,144,3,4,4,1,NULL,0.04025,0.22983333333333336,0.72975,0.6844250000000001,10,2,NULL,91,3,0.0,0.7620000044504801,0.23799999554951987,0.4845999876658122,2,0,1
92,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,3,0.057333335280418396,0.8676666617393494,0.07499999801317851,0.06636666258176167,1,1,1
93,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,12,0.02599999929467837,0.8442500034968058,0.12974999845027924,0.2651416640728712,7,2,3
94,0,0,0,0,0,0,0,0,0,3.8840070298769773,94,7,2276,31,29,7,9,14,0.05675555555555555,0.19672222222222216,0.7465111111111112,0.5549922222222221,72,17,1,94,17,0.03623529479784124,0.773588240146637,0.19017647031475515,0.3651411691132714,12,2,3
95,0,0,0,0,0,0,0,0,0,3.5996640537514,95,12,893,36,5,5,5,28,0.04924050632911392,0.1595569620253164,0.791126582278481,0.4567405063291138,57,19,3,95,27,0.015037037156246326,0.869074077517898,0.11588888974101455,0.13278147978363214,7,2,18
96,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,6,0.0,0.9440000057220459,0.0560000017285347,0.13046667103966078,2,0,4
97,0,0,0,0,0,0,0,0,0,3.938181818181818,97,5,1375,22,18,4,4,7,0.043127272727272736,0.2097999999999999,0.7470545454545457,0.6604018181818182,47,8,NULL,97,30,0.028533332546552024,0.8282666693131129,0.14319999814033507,0.22391999860604603,14,2,14
98,0,0,0,0,0,0,0,0,0,2.0081967213114753,98,3,61,3,1,NULL,1,8,0.06969230769230769,0.14607692307692305,0.7842307692307693,0.1715769230769231,7,5,1,98,28,0.14117857121995517,0.7455357132213456,0.11328571502651487,0.029939283417271718,12,6,10
99,0,0,0,0,0,0,0,0,0,5.0,99,1,9,3,NULL,NULL,NULL,NULL,0.006666666666666667,0.27233333333333337,0.721,0.9807666666666667,3,NULL,NULL,99,36,0.01311111119058397,0.8948611120382944,0.09202777842680614,0.1577194444835186,16,2,18
100,0,0,0,0,0,0,0,0,0,2.9831286486991573,100,28,470887,324,377,293,258,323,0.057107936507936496,0.175503492063492,0.7673917460317472,0.541690857142858,1256,311,8,100,36,0.04063888846172227,0.8356666647725635,0.12366666665507688,0.14008610799080795,16,7,13
101,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,1,0.0,1.0,0.0,0.0,0,0,1
102,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
104,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,5,0.0,1.0,0.0,0.0,0,0,5
105,0,0,0,0,0,0,0,0,0,5.0,105,1,552,18,4,1,NULL,NULL,0.03969565217391304,0.1729130434782609,0.7873478260869566,0.7398739130434783,21,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106,3,0.0,0.7896666725476583,0.2103333373864492,0.4866999884446462,3,0,0
107,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,1,0.0,0.7450000047683716,0.2549999952316284,0.6248999834060669,1,0,0
108,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109,6,0.02683333307504654,0.9058333337306976,0.0673333356777827,0.06084999938805898,1,1,4
110,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,6,0.0,0.6773333251476288,0.32266667236884433,0.5765666564305624,5,0,1
111,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,5,0.0,0.8096000015735626,0.19040000438690186,0.375299996137619,3,0,2
112,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112,6,0.0,0.8130000034968058,0.1870000014702479,0.40863333145777386,3,0,3
113,0,0,0,0,0,0,0,0,0,3.0,113,1,2862,7,16,9,10,11,0.09373584905660376,0.13903773584905663,0.7672075471698112,0.21654905660377366,31,22,NULL,113,1,0.0,0.6060000061988831,0.39399999380111694,0.8858000040054321,1,0,0
114,0,0,0,0,0,0,0,0,0,3.554165871804655,114,23,41936,172,100,46,31,79,0.05616355140186919,0.18214252336448616,0.7617266355140192,0.5703829439252335,351,73,4,114,3,0.0,0.6693333288033804,0.3306666562954585,0.49863334496816,2,0,1
115,0,0,0,0,0,0,0,0,0,4.0,115,1,42,3,1,NULL,2,NULL,0.036,0.17733333333333334,0.7868333333333335,0.7637,6,NULL,NULL,115,63,0.06001587223912042,0.7756031761093746,0.1643968260004407,0.20643174719242824,31,12,20
116,0,0,0,0,0,0,0,0,0,3.192982456140351,116,6,285,8,10,8,2,9,0.060351351351351355,0.17486486486486486,0.7649189189189189,0.5259189189189191,31,4,2,116,5,0.0386000007390976,0.9113999962806701,0.05,0.027139997482299803,1,1,3
117,0,0,0,0,0,0,0,0,0,3.157283288650581,117,7,1119,29,9,1,6,26,0.061323943661971816,0.1432112676056338,0.7954647887323946,0.4285042253521128,53,18,NULL,117,10,0.02240000069141388,0.8262999951839447,0.15129999965429305,0.235479998588562,5,0,5
118,0,0,0,0,0,0,0,0,0,3.9963963033713665,118,4,96845,151,115,38,21,12,0.031388724035608294,0.24030563798219579,0.7282670623145394,0.8032189910979234,320,16,1,118,30,0.004033333311478297,0.7994999955097835,0.1964666649699211,0.4280766651034355,20,0,10
119,0,0,0,0,0,0,0,0,0,3.906993006993007,119,5,1430,14,17,6,3,13,0.06173584905660375,0.18175471698113205,0.7565660377358492,0.4992509433962265,41,12,NULL,119,8,0.0,0.8447500020265579,0.15525000728666782,0.2507749982178211,3,0,5
120,0,0,0,0,0,0,0,0,0,3.093152477839253,120,55,84045,241,242,182,134,177,0.05362500000000003,0.163484631147541,0.7828698770491791,0.5059252049180332,773,189,14,120,67,0.03586567148788652,0.8505671673746251,0.11359701505792674,0.1394761163574546,31,12,24
121,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123,3,0.0,1.0,0.0,0.0,0,0,3
124,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126,3,0.21566667159398398,0.6683333218097687,0.11599999666213989,-0.1272666652997335,0,2,1
127,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131,5,0.0,0.7591999888420105,0.24080000519752504,0.4664599895477295,4,0,1
132,0,0,0,0,0,0,0,0,0,1.2,132,2,15,NULL,NULL,1,1,3,0.10319999999999999,0.07039999999999999,0.827,-0.30948000000000003,1,4,NULL,132,1,0.11800000071525574,0.7639999985694885,0.11800000071525574,0.0,0,0,1
133,0,0,0,0,0,0,0,0,0,4.974763406940063,133,3,317,21,2,1,NULL,NULL,0.04029166666666668,0.17125,0.7886250000000001,0.6968458333333333,22,2,NULL,133,2,0.10999999940395355,0.6714999973773956,0.21850000321865082,0.18759998679161072,1,1,0
134,0,0,0,0,0,0,0,0,0,3.2099869167030093,134,12,2293,50,15,13,14,29,0.06114049586776859,0.15313223140495869,0.7857024793388432,0.4540900826446281,89,26,6,134,8,0.0,0.8523750007152557,0.1476250011473894,0.33713749423623085,5,0,3
135,0,0,0,0,0,0,0,0,0,3.801324503311258,135,6,151,12,4,5,1,5,0.04551851851851852,0.1628148148148148,0.7916296296296297,0.48763333333333325,20,6,1,135,5,0.01040000021457672,0.7853999972343445,0.20419999957084656,0.44828000068664553,3,0,2
136,0,0,0,0,0,0,0,0,0,3.898038321167883,136,6,2192,48,22,3,4,7,0.051976190476190495,0.17682142857142857,0.7712261904761905,0.6394797619047621,70,13,1,136,1,0.1379999965429306,0.7429999709129333,0.11900000274181366,-0.12600000202655792,0,1,0
137,0,0,0,0,0,0,0,0,0,4.083795782463929,137,3,3604,62,18,7,5,7,0.03624242424242424,0.19092929292929298,0.7728383838383833,0.7821222222222225,92,6,1,137,70,0.003657143030847822,0.8439428550856454,0.1524000002869538,0.31811142510601453,49,1,20
138,0,0,0,0,0,0,0,0,0,3.087525954320396,138,18,6261,80,44,23,25,59,0.05541991341991341,0.16794805194805185,0.7766320346320346,0.4794168831168831,174,56,1,138,19,0.05836842013032813,0.8501578883120888,0.09152631579261077,-0.0014736832756745187,5,8,6
139,0,0,0,0,0,0,0,0,0,3.7444802388622613,139,13,12727,98,72,33,24,38,0.039154716981132064,0.2082415094339622,0.7526452830188679,0.6615211320754708,232,30,3,139,8,0.009624999947845936,0.8091250061988831,0.18125000223517418,0.40192500315606594,6,0,2
140,0,0,0,0,0,0,0,0,0,3.395654752904779,140,16,85979,172,184,129,98,131,0.051617647058823504,0.18633613445378155,0.7620532212885157,0.6164229691876755,600,111,3,140,37,0.05218918863180522,0.8448918912861798,0.10297297223194225,0.06638918776769896,14,10,13
141,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,141,3,0.0,0.8233333230018616,0.17666666706403097,0.527266671260198,3,0,0
142,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142,16,0.0,0.8636875003576279,0.1363125005736947,0.2794874971732497,9,0,7
143,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,23,0.0,0.921652174514273,0.07834782678148021,0.16603912801846213,8,0,15
144,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,144,1,0.0,0.8009999990463257,0.19900000095367432,0.6687999963760376,1,0,0
145,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145,4,0.0,1.0,0.0,0.0,0,0,4
146,0,0,0,0,0,0,0,0,0,4.5,146,1,224,15,NULL,NULL,NULL,1,0.0119375,0.2861875,0.7019999999999998,0.9336125000000001,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,0,0,0,0,0,0,0,0,0,1.5,147,1,30,1,NULL,NULL,NULL,4,0.054200000000000005,0.1224,0.8234,0.2621,3,1,1,147,43,0.0,0.8819999999778215,0.11800000106179437,0.24555116094822108,29,0,14
148,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,148,2,0.08349999785423279,0.9165000021457672,0.0,-0.21074999868869781,0,1,1
149,0,0,0,0,0,0,0,0,0,3.5,149,2,405,11,2,NULL,1,7,0.07523809523809524,0.1050952380952381,0.8195714285714286,0.38677142857142865,15,6,NULL,149,3,0.0,1.0,0.0,0.0,0,0,3
150,0,0,0,0,0,0,0,0,0,4.5,150,1,2346,30,12,1,2,1,0.02908695652173914,0.24939130434782608,0.7214347826086955,0.802532608695652,44,2,NULL,150,195,0.0,0.8541538473887321,0.1458461535282624,0.3201656393515758,121,0,74
151,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,151,6,0.13500000288089117,0.8138333261013031,0.05116666853427887,-0.2079166571299235,1,4,1
152,0,0,0,0,0,0,0,0,0,1.0,152,1,9,NULL,NULL,NULL,NULL,3,0.13833333333333334,0.03266666666666667,0.8290000000000001,-0.9249,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,0,0,0,0,0,0,0,0,0,1.8762886597938144,153,3,194,2,4,NULL,2,12,0.12014999999999998,0.11464999999999999,0.7651500000000001,-0.07306000000000001,9,11,NULL,153,9,0.0,0.8966666658719381,0.10333333578374651,0.22344444278213713,5,0,4
154,0,0,0,0,0,0,0,0,0,4.002187231078146,154,8,97612,179,103,27,13,20,0.03196491228070176,0.22933040935672527,0.7387368421052634,0.777788596491228,319,21,2,154,18,0.010055555237664117,0.8578888840145535,0.13205555743641323,0.24079999907149208,9,1,8
155,0,0,0,0,0,0,0,0,0,3.999571701458785,155,5,233482,211,157,51,32,35,0.05025514403292182,0.18331275720164614,0.766444444444445,0.6424460905349796,426,55,5,155,2,0.1535000056028366,0.8465000092983246,0.0,-0.367249995470047,0,1,1
156,0,0,0,0,0,0,0,0,0,1.937810573068836,156,7,126983,58,58,42,38,310,0.07864031620553352,0.09947628458498026,0.8218893280632423,0.06320770750988144,257,241,8,156,4,0.08049999922513962,0.9007500112056732,0.01899999938905239,-0.219650000333786,0,2,2
157,0,0,0,0,0,0,0,0,0,3.555029585798817,157,7,1690,27,30,7,9,8,0.0423827160493827,0.19972839506172832,0.7579135802469132,0.6128098765432097,67,13,1,157,7,0.16328571204628264,0.8138571381568909,0.022999999778611318,-0.4200714315686907,0,7,0
158,0,0,0,0,0,0,0,0,0,2.9292035398230087,158,2,226,8,1,NULL,NULL,9,0.06572222222222222,0.1178888888888889,0.8166111111111112,0.3074833333333334,13,5,NULL,158,19,0.014684210482396577,0.880947365572578,0.10436841963153136,0.19824736604565069,8,2,9
159,0,0,0,0,0,0,0,0,0,2.84626890025019,159,21,18386,85,90,49,40,127,0.059207161125319686,0.15406905370843993,0.7867365728900252,0.3757189258312023,272,112,7,159,15,0.03253333270549774,0.7221333424250285,0.24533332784970602,0.40246666421492894,12,2,1
160,0,0,0,0,0,0,0,0,0,3.399066091954023,160,19,8352,86,49,50,25,39,0.056044176706827306,0.18014056224899574,0.76385140562249,0.5633991967871486,201,42,6,160,20,0.053750000149011615,0.7857999950647354,0.16045000180602073,0.2710650026798248,12,0,8
161,0,0,0,0,0,0,0,0,0,1.5,161,1,35,NULL,NULL,2,NULL,3,0.1224,0.1202,0.7569999999999999,0.09922,3,2,NULL,161,8,0.03112499974668026,0.7673750035464764,0.20150000043213367,0.2281499970704317,4,1,3
162,0,0,0,0,0,0,0,0,0,4.0,162,1,399,7,10,NULL,NULL,2,0.042210526315789476,0.2934736842105263,0.6642631578947369,0.7337263157894738,18,1,NULL,162,4,0.0,0.8190000057220459,0.1810000017285347,0.3935749977827072,3,0,1
163,0,0,0,0,0,0,0,0,0,4.5,163,1,20,3,1,NULL,NULL,NULL,0.0105,0.36450000000000005,0.62475,0.827375,4,NULL,NULL,163,9,0.0,0.9808888898955451,0.019111111760139465,0.04013333386845059,1,0,8
164,0,0,0,0,0,0,0,0,0,3.082340300840008,164,5,5119,31,21,18,15,30,0.0643304347826087,0.15164347826086955,0.7840695652173912,0.4011582608695652,84,29,2,164,93,0.011096774089720941,0.8724086047500692,0.11651612882332135,0.21891720347627197,52,6,35
165,0,0,0,0,0,0,0,0,0,2.088724584103512,165,2,541,9,NULL,NULL,NULL,16,0.07136,0.084,0.8447999999999999,-0.024892000000000004,12,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,0,0,0,0,0,0,0,0,0,1.5,166,1,16,NULL,NULL,1,NULL,3,0.16075,0.01725,0.8217500000000001,-0.59705,NULL,3,1,166,4,0.0,0.760000005364418,0.23999999463558197,0.38294997811317444,3,0,1
167,0,0,0,0,0,0,0,0,0,3.0,167,1,16,1,1,NULL,NULL,2,0.07024999999999999,0.11549999999999999,0.8145,-0.05564999999999995,2,2,NULL,167,1,0.0,1.0,0.0,0.0,0,0,1
168,0,0,0,0,0,0,0,0,0,4.285714285714286,168,3,70,9,2,NULL,1,1,0.029538461538461538,0.2610769230769231,0.7094615384615384,0.6722230769230768,11,2,NULL,168,10,0.0,0.9520999968051911,0.04790000170469284,0.10403000116348267,2,0,8
169,0,0,0,0,0,0,0,0,0,3.323529411764706,169,2,68,3,2,1,NULL,4,0.0308,0.1548,0.8144,0.5316599999999999,7,2,1,169,5,0.0,0.9677999973297119,0.032199999690055846,0.07224000096321107,1,0,4
170,0,0,0,0,0,0,0,0,0,3.991279069767442,170,3,344,10,7,3,NULL,3,0.029826086956521735,0.2148695652173913,0.7553043478260869,0.8083913043478259,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,0,0,0,0,0,0,0,0,0,3.9544080604534004,171,8,1985,33,18,7,4,13,0.04701333333333333,0.20965333333333339,0.7432533333333334,0.5409786666666666,62,13,NULL,171,35,0.0,0.8979714240346636,0.10202857149498804,0.24309999815055303,17,0,18
172,0,0,0,0,0,0,0,0,0,3.4244930629669157,172,13,1874,54,19,14,9,23,0.05436974789915964,0.1518235294117647,0.7937899159663864,0.5182487394957983,92,24,3,172,5,0.13219999969005586,0.7804000020027161,0.0876000016927719,-0.16798000484704972,1,4,0
173,0,0,0,0,0,0,0,0,0,3.6191933458882612,173,18,6372,65,62,34,18,42,0.04666515837104071,0.19164705882352948,0.7616696832579186,0.558619004524887,181,39,1,173,41,0.02956097554869768,0.855219510270328,0.11521951236375948,0.18156097338693897,17,5,19
174,0,0,0,0,0,0,0,0,0,3.8740609335384786,174,64,1773703,1169,1182,631,385,456,0.048899293748365234,0.18977530735024895,0.7613217368558745,0.6350629348679048,3247,544,32,174,4763,0.015029393244435401,0.8606649178580629,0.12430736973393672,0.23794912685720912,2746,270,1747
175,0,0,0,0,0,0,0,0,0,3.6896484909862197,175,31,193537,358,412,216,144,136,0.04330015797788311,0.189925750394945,0.7667788309636652,0.6761563191153243,1102,153,11,175,66,0.01762121193336718,0.8553030301224102,0.12709090779676582,0.2299515125200604,30,3,33
176,0,0,0,0,0,0,0,0,0,3.5808602431690417,176,15,7649,89,20,9,8,48,0.05655747126436781,0.17571264367816097,0.7677126436781607,0.4556258620689652,132,39,3,176,15,0.10813333441813787,0.847599999109904,0.044266665975252785,-0.27624000509579977,2,10,3
177,0,0,0,0,0,0,0,0,0,3.0962094442659813,177,15,3113,33,24,15,10,53,0.06624444444444444,0.1494814814814815,0.7843185185185187,0.35543851851851865,92,41,2,177,47,0.014531915175153854,0.8753191511681739,0.11014893682713205,0.19590425380366913,26,3,18
178,0,0,0,0,0,0,0,0,0,3.49867760539983,178,24,3363217,386,742,568,303,292,0.05879703186381496,0.1635412483631599,0.7776748144914891,0.5071319947621122,1807,438,46,178,311,0.019241157655643115,0.9224919603951874,0.058263666017454155,0.0833688098877381,71,31,209
179,0,0,0,0,0,0,0,0,0,1.677756053013628,179,11,256236,160,130,82,90,345,0.0785377942998761,0.12270136307311026,0.798768277571252,0.17355328376703832,478,321,8,179,33,0.008090909231792797,0.933575760234486,0.05833333414612395,0.07282727302023859,6,2,25
180,0,0,0,0,0,0,0,0,0,3.623985136147889,180,11,96072,191,180,83,64,68,0.04397440273037542,0.20141808873720143,0.7546058020477822,0.6686580204778161,507,76,3,180,16,0.05724999960511923,0.7841874957084656,0.1585624993313104,0.15026250015944242,9,4,3
181,0,0,0,0,0,0,0,0,0,2.0,181,1,192,1,1,2,4,8,0.09300000000000001,0.08537499999999998,0.8216249999999999,-0.2500875,5,11,NULL,181,19,0.010315789203894766,0.8589473727502321,0.130736842751503,0.24164736741467527,8,1,10
182,0,0,0,0,0,0,0,0,0,2.831269349845201,182,3,646,13,7,NULL,5,13,0.07442105263157893,0.16744736842105262,0.7581842105263159,0.28192368421052627,24,14,NULL,182,3,0.05133333305517832,0.8613333304723104,0.08733333150545756,0.04089999198913574,1,1,1
183,0,0,0,0,0,0,0,0,0,4.0443073471676945,183,12,3566,57,27,8,8,36,0.06108088235294114,0.16366176470588228,0.7752647058823532,0.5096301470588237,108,28,NULL,183,45,0.0032666666640175715,0.860399999221166,0.13633333345254262,0.2535088868604766,26,1,18
184,0,0,0,0,0,0,0,0,0,3.941747572815534,184,3,103,10,3,NULL,2,1,0.03175,0.19037499999999996,0.7779375,0.6633374999999999,15,1,NULL,184,7,0.0657142847776413,0.7262857130595616,0.2080000000340598,0.10184285470417567,3,3,1
185,0,0,0,0,0,0,0,0,0,2.5074503311258276,185,8,1812,13,16,10,5,46,0.08478888888888886,0.1361777777777778,0.7790333333333335,0.10876999999999999,46,43,1,185,5,0.16360000073909758,0.8047999978065491,0.031599999964237215,-0.32452000081539156,1,4,0
186,0,0,0,0,0,0,0,0,0,3.4731517203369813,186,6,12701,45,29,25,15,27,0.04680141843971631,0.21428368794326239,0.7388865248226947,0.6041602836879434,116,22,3,186,16,0.0400000000372529,0.8656250014901161,0.09443749999627471,0.03099374705925584,5,4,7
187,0,0,0,0,0,0,0,0,0,2.1956521739130435,187,4,184,4,3,2,1,14,0.09487500000000003,0.11966666666666669,0.7854583333333335,0.17021250000000002,13,11,NULL,187,15,0.041866666078567503,0.8371333400408427,0.12106666614611944,0.09783333241939544,6,4,5
188,0,0,0,0,0,0,0,0,0,3.424927536231884,188,5,1725,13,16,7,4,15,0.05576363636363637,0.17509090909090913,0.7692,0.44965999999999995,41,12,2,188,14,0.08242857243333544,0.7869285728250232,0.13064285687037877,0.13337143031614168,6,4,4
189,0,0,0,0,0,0,0,0,0,3.009590377113134,189,21,3076,43,41,24,22,70,0.07863000000000002,0.14397,0.7773799999999998,0.2450775,128,68,4,189,27,0.05199999996909389,0.8235185256710759,0.12451851947440042,0.11281480971309873,11,7,9
190,0,0,0,0,0,0,0,0,0,2.3792372881355934,190,6,236,6,5,3,2,19,0.07894285714285713,0.1288,0.7923428571428575,0.06751714285714285,17,18,NULL,190,10,0.1349000006914139,0.8413999915122986,0.02379999980330467,-0.322350001335144,1,8,1
191,0,0,0,0,0,0,0,0,0,4.000929713648197,191,3,10756,54,37,6,8,9,0.032421052631578934,0.22918421052631574,0.7383947368421051,0.7579947368421056,106,7,1,191,12,0.11733333393931389,0.8574166645606359,0.025333333139618237,-0.23538333550095558,1,8,3
192,0,0,0,0,0,0,0,0,0,4.020186335403727,192,8,322,25,6,3,4,6,0.05070454545454546,0.15772727272727274,0.7915681818181818,0.5328340909090911,35,8,1,192,38,0.0715526309060423,0.8348947386992606,0.0935789474139088,0.029842103586385126,15,12,11
193,0,0,0,0,0,0,0,0,0,4.067067109710034,193,13,35211,131,86,48,24,17,0.04495424836601306,0.19517320261437907,0.759892156862745,0.7093526143790848,276,27,3,193,851,0.059237367927712926,0.8460975327516975,0.09466275033901077,0.06212608655859945,308,201,342
